Codigo;DescripciÃƒÂ³n de artÃƒÂ­culo;Cod Barra;Peso;Cupo;Cod Jerarq 4;CÃƒÂ³digos de artÃƒÂ­-culos alternativos;Descrip 3 Artic;Familia Envase
128177;Takis Nitro 1ct 4OZ 113.4g FLOW BAR EXP;7500810008638;113.4;20;112 CU;128177;CU;CAJAS
128178;Takis Blue Heat 1ct 4OZ 113.4g FLOW BAR EXP;7500810008645;113.4;20;112 CU;128178;CU;CAJAS
128284;Hot Nuts Fuego 1p 80g FLOW BAR EXP;7500810010884;80;16;312 CT;128284;CT;CAJAS
128355;Takis Waves Fuego JOR 12ct 8oz 227g CASE BAR EXP;7500810012062;227;12;64 CU;128355;CU;CAJAS
128356;Takis Waves Fuego JOR 20ct 2.5oz 71g CASE BAR EXP;7500810012079;71;20;112 CU;128356;CU;CAJAS
128387;Takis Zombie GCC 46ct 1oz 28.4g CASE BAR EXP;757528048273;28.4;46;112 CU;128387;CU;CAJAS
128512;Takis Waves Fuego SPI 20ct 2.5oz 71g CASE BAR EXP;757528048648;71;20;112 CU;128512;CU;CAJAS
128513;Takis Waves Fuego SPI 12ct 8oz 227g CASE BAR EXP;757528048655;227;12;64 CU;128513;CU;CAJAS
128544;Big Mix Fuego 1p 40g FLOW BAR EXP;757528048686_1;40;33;72 CT;128544;CT;CAJAS
128623;Takis Nitro 12ct 9.9oz 280g CASE BAR EXP;757528048808;280;12;64 CU;128623;CU;CAJAS
128648;Takis Blue Heat 20ct4oz113.4g CASE BAR EXP;757528048990;113.4;20;112 CU;128648;CU;CAJAS
128649;Takis Blue Heat 14ct9.9oz280g CASE BAR EXP;757528049003;280;14;72 CU;128649;CU;CAJAS
128650;Takis Fuego 42ct 2oz 56g CASE BAR EXP;757528049010;56;42;112 CU;128650;CU;CAJAS
128652;Takis Fuego 20ct 4oz 113.4g CASE BAR EXP;757528049034;113.4;20;112 CU;128652;CU;CAJAS
128653;Takis HotNuts Flare 12ct 3.2oz1089.6g DPY BAR EXP;757528049041;1089.6;3;108 CU;128653;CU;CAJAS
128655;Takis HotNuts Fuego 12ct 3.2oz1089.6g DPY BAR EXP;757528049065;1089.6;3;108 CU;128655;CU;CAJAS
128656;Takis Hot Nuts Fuego 12ct 3.2oz 90.8g CASE BAR EXP;757528049072;90.8;36;108 CU;128656;CU;CAJAS
128701;Takis Kaboom 12ct 9.9oz 280g CASE BAR EXP;757528049331;280;12;64 CU;128701;CU;CAJAS
128744;Takis Fuego 1p 200g FLOW BAR EXP;757528044992_2;200;20;64 CME;128744;CME;CORRUGADO
128745;Takis Original 1p 200g FLOW BAR EXP;757528044985_1;200;20;64 CME;128745;CME;CORRUGADO
128748;Takis Xplosion GCC 20ct 4oz 113.4g CASE BAR EXP;757528049393;113.4;20;112 CU;128748;CU;CAJAS
128750;Takis Xplosion 1p 200g FLOW BAR EXP;757528044978_1;200;20;64 CME;128750;CME;CORRUGADO
128795;Takis Xplosion PAL 20ct 4oz 113.4g CASE BAR EXP;757528049461;113.4;20;112 CU;128795;CU;CAJAS
128798;Takis Fajita PAL 20ct 4oz 113.4g CASE BAR EXP;757528049492;113.4;20;112 CU;128798;CU;CAJAS
128799;Takis HotNuts Flare PAL 12ct 3.2oz 90.8g CASE BAR EXP;757528049508;1089.6;3;108 CU;128799;CU;CAJAS
128800;Takis HotNuts Fuego PAL 12ct 3.2oz 90.8g CASE BAR EXP;757528049515;1089.6;3;108 CU;128800;CU;CAJAS
128810;Takis Blue 1p 113g FLOW BAR EXP;757528049539;113;20;112 CME;128810;CME;CORRUGADO
128811;Takis Original 1p 113g FLOW BAR EXP;757528049546;113;20;112 CME;128811;CME;CORRUGADO
128812;Takis Fuego 1p 113g FLOW BAR EXP;757528049553;113;20;112 CME;128812;CME;CORRUGADO
128813;TakisKettlez Fuego GCC 20ct 2.5oz 71g CASE BAR EXP;757528049560;71;20;112 CU;128813;CU;CAJAS
128817;Takis Xplosion 1p 113g FLOW BAR EXP;757528049607;113;20;112 CME;128817;CME;CORRUGADO
128858;Takis BlueHeat PR 20ct 3.25oz 92.3g CASE BAR EXP;757528048112_1;92.3;20;112 CU;128858;CU;CAJAS
128859;Takis Fuego PR 20ct 3.25oz 92.3g CASE BAR EXP;757528048075_2;92.3;20;112 CU;128859;CU;CAJAS
128883;TakisKettlez Fuego SPI 20ct 2.5oz 71g CASE BAR EXP;757528046361_1;71;20;112 CU;128883;CU;CAJAS
128889;Takis Volcano 1p 120g FLOW BAR EXP;7500810020029;120;35;72 CT;128889;CT;CAJAS
128890;Takis Fuego 1p 120g FLOW BAR EXP;7500810020036;120;35;72 CT;128890;CT;CAJAS
128891;Takis Original 1p 42g FLOW BAR EXP;7500810020043;42;42;112 CT;128891;CT;CAJAS
128892;Takis Volcano 1p 42g FLOW BAR EXP;7500810020050;42;42;112 CT;128892;CT;CAJAS
128893;Takis Fuego 1p 42g FLOW BAR EXP;7500810020067;42;42;112 CT;128893;CT;CAJAS
128908;Takis Zombie 18ct 3.17oz 90g CASE BAR EXP;757528049775;90;18;104 CU;128908;CU;CAJAS
128909;Takis Zombie 12ct 9.9oz 280g CASE BAR EXP;757528049782;280;12;64 CU;128909;CU;CAJAS
128918;Takis Blue Heat GCC 14ct 9.9oz 280.7g CASE BAR EXP;7500810020241;280.7;14;72 CU;128918;CU;CAJAS
128919;Takis Zombie JOR 46ct 1oz 28.4g CASE BAR EXP;7500810020258;28.4;46;112 CU;128919;CU;CAJAS
128920;Takis Zombie JOR 20ct 3.25oz92.3g CASE BAR EXP;7500810020265;92.3;20;112 CU;128920;CU;CAJAS
128921;Takis Pop Fuego GCC 12ct 2oz 56.7g CASE BAR EXP;7500810020272;56.7;12;72 CU;128921;CU;CAJAS
128922;Takis Zombie GCC 20ct 3.25oz92.3g CASE BAR EXP;7500810020289;92.3;20;112 CU;128922;CU;CAJAS
128923;Takis Zombie GCC 14ct 9.9oz 280.7g CASE BAR EXP;7500810020296;280.7;14;72 CU;128923;CU;CAJAS
128924;Takis Pop Fuego GCC 8ct 6.7oz 190g CASE BAR EXP;7500810020302;190;8;48 CU;128924;CU;CAJAS
128937;Takis Original 1p 120g FLOW BAR EXP;7500810022016;120;35;72 CT;128937;CT;CAJAS
128938;TakisFuego 1p90g FLOW BAR EXP;757528049812;90;35;72 CT;128938;CT;CAJAS
128939;Takis Fuego 1P 28G FLOW BAR EXP;757528049829;28;46;112 CT;128939;CT;CAJAS
128940;Takis Blue Heat 1p 190g FLOW BAR EXP;757528049836;190;12;135 CT;128940;CT;CAJAS
128941;Takis Blue Heat 1p 90g FLOW BAR EXP;757528049843;90;35;64 CT;128941;CT;CAJAS
128942;Takis Blue Heat 1p 56g FLOW BAR EXP;757528049850;56;36;108 CT;128942;CT;CAJAS
128943;Takis Guacamole GCC 20ct 113.4g CASE BAR EXP;757528008833_1;113.4;20;112 CU;128943;CU;CAJAS
128944;Takis Fajita GCC 20ct 4oz113.4g CASE BAR EXP;757528008819_1;113.4;20;112 CU;128944;CU;CAJAS
128945;Takis Nitro GCC 20ct 4oz113.4g CASE BAR EXP;757528008802_1;113.4;20;112 CU;128945;CU;CAJAS
128955;Takis Fuego GCC 20ct 4oz113.4g CASE BAR EXP;757528008796_1;113.4;20;112 CU;128955;CU;CAJAS
128969;TakisFuego 1p200g FLOW BAR EXP;7500810020999;200;20;72 CT;128969;CT;CAJAS
128970;TakisXplosion 1p200g FLOW BAR EXP;7500810021002;200;20;72 CT;128970;CT;CAJAS
128971;TakisOriginal 1p200g FLOW BAR EXP;7500810021019;200;20;72 CT;128971;CT;CAJAS
128972;TakisOriginal 1p90g FLOW BAR EXP;7500810021026;90;35;72 CT;128972;CT;CAJAS
128973;TakisOriginal 1p56g FLOW BAR EXP;7500810021033;56;42;112 CT;128973;CT;CAJAS
128974;TakisXplosion 1p90g FLOW BAR EXP;7500810021040;90;35;72 CT;128974;CT;CAJAS
128975;TakisXplosion 1p56g FLOW BAR EXP;7500810021057;56;42;112 CT;128975;CT;CAJAS
128976;TakisFuego 1p56g FLOW BAR EXP;7500810021064;56;42;112 CT;128976;CT;CAJAS
128986;TakisFuego 1p28g FLOW BAR EXP;7500810021170;28;46;112 CT;128986;CT;CAJAS
1419;Tortilla Wraps Blanco 8p 400g ID;7803473001061;400;18;72 BG;1419;BG;BANDEJAS
1420;Tortilla Wraps Integral 8p 400g ID;7803473001078;400;18;72 BG;1420;BG;BANDEJAS
1436;Pan Hambur 4BK cses 30p 1650gÃ‚Â  PPack HOU;7803473014368;1650;1;120 BCH;1436;BCH;BANDEJAS
1438;Pan Hamb Whopper 5BK 20p 1600g PPack HOU;7803473014382;1600;1;120 BCH;1438;BCH;BANDEJAS
1462;Pizza 1p 250g CEN;7803473000552;250;20;72 BG;1462;BG;BANDEJAS
1471;Frica Salada 5 20p 1600g Ppack HOU;7803403001413;1600;1;120 BCH;1471;BCH;BANDEJAS
1480;Pan Hot Dog 16 Doggis 8p 345g Bol HOU;7803473014801;345;9;72 BG;1480;BG;BANDEJAS
1496;Super Hot Dog 22 Doggis 8p 600g Bol HOU;7803473014962;600;6;72 BG;1496;BG;BANDEJAS
1519;Hot Dog 22cm 8p 600g Bol HOU;7803473015198;600;6;72 BG;1519;BG;BANDEJAS
1972;Pan Centeno Avena 450g Fuc;7803480001139;450;13;72 BG;1972;BG;BANDEJAS
202055;Principe Choco Bco RRP 14p 147g Tubo MLA;7501030423331;147;27;156 CME;202055;CME;CORRUGADO
202056;Principe Chocolate RRP 14p 147g Tubo MLA;7501030491071;147;27;156 CME;202056;CME;CORRUGADO
202057;Principe Limon RRP 14p 147g Tubo MLA;7501030423447;147;27;156 CME;202057;CME;CORRUGADO
202878;Galleta Pinguino 5p 40g Tira EXP CHI MLA;27501030425957;200;18;96 CU;202878;CU;CAJAS
203029;Principe Vai Cho 8p 84g Flowpack EXP MLA;7441029504613;84;48;144 CU;203029;CU;CAJAS
