Codigo;DescripciÃƒÂ³n de artÃƒÂ­culo;Cod Barra;Peso;Cupo;Cod Jerarq 4;CÃƒÂ³digos de artÃƒÂ­-culos alternativos;Descrip 3 Artic;Familia Envase
506372;Grisines Cebolla 1p 75g FLOW ID EXP;7803403003677;75;54;90 CT;506372;CT;CAJAS
506373;Grisines Cib 1p 75g FLOW ID EXP;7803403003660;75;54;90 CT;506373;CT;CAJAS
506374;Pan Blanco EdLimitada 1p 500g BOLSA ID;7803403003608;500;10;60 BG;506374;BG;BANDEJAS
506375;Pan Integral EdLimitada 1p 500g BOLSA ID;7803403003615;500;10;60 BG;506375;BG;BANDEJAS
506376;Pan Blanco EdEspecial 1p 500g BOLSA CEN;7803403003622;500;10;60 BG;506376;BG;BANDEJAS
506377;Pan Fibra EdEspecial 1p 500g BOLSA CEN;7803403003639;500;10;60 BG;506377;BG;BANDEJAS
506402;Magdalenas Chips Choco 2p 100g BOLSA ADP;7803473005984;100;44;48 BG;506402;BG;BANDEJAS
506403;Pizza 20cm 2p 315g FLOW ID;7803403003646;315;30;48 BG;506403;BG;BANDEJAS
506414;Rapiditas Tomate NC 8p 200g BOLSA ID;7803403003431_1;200;35;48 BG;506414;BG;BANDEJAS
506417;Rapidita Linaza Chia NC 8p 200g BOLSA ID;7803403003424_1;200;35;48 BG;506417;BG;BANDEJAS
506424;Hallulla Jamon Queso 1p 185g FLOW NP;5618318427355;185;60;40 CT;506424;CT;CAJAS
506425;Brownie 4p 248g FLOW NUR EXP;7803525001544;248;8;100 CT;506425;CT;CAJAS
506426;Magdalenas Coco 6p 300g BOLSA ADP;7803403003745;300;23;48 BG;506426;BG;BANDEJAS
506427;Magdalenas Tres Leches 6p 300g FLOW ADP;7803403003486;300;23;63 CG;506427;CG;CORRUGADO
506428;Magdalenas Vainilla 6p 300g FLOW ADP;7803403003752;300;14;63 CG;506428;CG;CORRUGADO
506430;Magdalenas Vainilla 2p 100g FLOW ADP;7803403003783;100;23;48 BG;506430;BG;BANDEJAS
506431;Magdalenas Coco 2p 100g FLOW ADP;7803403003769;100;44;48 BG;506431;BG;BANDEJAS
506432;Magdalenas Limon 2p 100g FLOW ADP;7803403003776;100;44;48 BG;506432;BG;BANDEJAS
506452;CocaCola Orig 1p 350ml LATA NP;7801610001196;350;6;48 CU;506452;CU;CAJAS
506453;CocaCola SinAzucar 1p 350ml LATA NP;7801610350355;350;6;48 CU;506453;CU;CAJAS
506454;Fanta 1p 350ml LATA NP;7801610002193;350;6;48 CU;506454;CU;CAJAS
506455;Fanta SinAzucar 1p 350ml LATA NP;7801610671016;350;6;48 CU;506455;CU;CAJAS
506456;Sprite 1p 350ml LATA NP;7801610005194;350;6;48 CU;506456;CU;CAJAS
506457;Sprite Zero 1p 350ml LATA NP;7801610223192;350;6;48 CU;506457;CU;CAJAS
506458;NRLimonada GLL 1p 500ml BOTELLA NP;7803908005251;500;6;48 CU;506458;CU;CAJAS
506489;Hamburguesa XL 4p 325g BOLSA ID;7803403003721;325;10;68 BME;506489;BME;BANDEJAS
506495;Mankeke 3p 90g BOLSA MLA;7803473005960_2;90;87;48 BG;506495;BG;BANDEJAS
506507;Tortilla Fajita 8p 260g BOLSA TR;7803403003790;260;22;48 BG;506507;BG;BANDEJAS
506517;Leche Descremada 1p 1000g BOLSA NP;0614143407215;1000;10;65 CT;506517;CT;CAJAS
506518;Cappuc VaiGetTogether 1p 1000g BOLSA NP;0614143407062;1000;10;48 CT;506518;CT;CAJAS
506519;Chocolate Get Together 1p 1000g BOLSA NP;0614143407086;1000;10;48 CT;506519;CT;CAJAS
506520;Cafe Grano Org Buf Sold 1p 907g BOLSA NP;0859940002991;907;10;48 CT;506520;CT;CAJAS
506521;ChaiLatte Get Together 1p 1000g BOLSA NP;0614143407048;1000;10;48 CT;506521;CT;CAJAS
506523;Salmas Maiz Morado ND 7p 126g CJ SAN EXP;7750727013663;126;28;64 CT;506523;CT;CAJAS
506524;Galleta Chocochips 1p 75g BOLSA NUR EXP;7730117008110;75;48;100 CU;506524;CU;CAJAS
506532;Hamb Wendys 4 30p 2000g BOLSA HOU;7803403003844;2000;1;60 BCH;506532;BCH;BANDEJAS
506535;Brownie Chips 1p 62g BOLSA NUR EXP;7803525001520;62;60;63 CT;506535;CT;CAJAS
506536;Braunichoc 1p 35g BOLSA NUR EXP;7803525001537;35;240;48 CT;506536;CT;CAJAS
506537;Brownie Nuez 1p 62g BOLSA NUR EXP;7803525001513;62;60;63 CT;506537;CT;CAJAS
506538;Galleta Naranja 8p 700g BOLSA DCP;7803473005991;700;8;72 CME;506538;CME;CORRUGADO
506539;Mini Brownie 6p 180g ME NUR EXP;7803525001636;180;15;60 CG;506539;CG;CORRUGADO
506551;Jamon Acaramelado SJ 1p 200g BOLSA NP;7801907001618;200;12;48 CT;506551;CT;CAJAS
506552;Jamon Colonial SJ 7p 200g BOLSA NP;7801907001595;200;12;48 CT;506552;CT;CAJAS
506555;Brownie Chips 6p 372g DPY NUR EXP;7803525001650;372;10;63 CT;506555;CT;CAJAS
506556;Braunichoc 12p 420g DPY NUR EXP;7803525001667;420;20;48 CT;506556;CT;CAJAS
506557;Pan Calabaza Nuez 1p 350g BOLSA FUC;7803480001399;350;13;60 BG;506557;BG;BANDEJAS
506558;Pan Calabaza Nuez 1p 600g BOLSA FUC;7803480001429;0;10;60 BG;506558;BG;BANDEJAS
506559;Pan Linaza Chia 1p 350g BOLSA FUC;7803480001443;350;13;60 BG;506559;BG;BANDEJAS
506560;Pan Linaza Chia 1p 600g BOLSA FUC;7803480001436;600;10;60 BG;506560;BG;BANDEJAS
506561;Pan Multigrano Light 1p 620g BOLSA FUC;7803480001412;620;10;60 BG;506561;BG;BANDEJAS
506564;Pan Multigrano 1p 350g BOLSA FUC;7803480001405;350;13;60 BG;506564;BG;BANDEJAS
5076;Rayita Vainilla 6p 180g MLA;7803473551122;180;24;72 BG;5076;BG;BANDEJAS
514548;Takis Fuego SPI 20ct 3.25oz 92.3g CASE BAR EXP;757528048075;92.3;20;112 CU;514548;CU;CAJAS
514549;Takis BlueHeat SPI 20ct 3.25oz 92.3g CASE BAR EXP;757528048112;92.3;20;112 CU;514549;CU;CAJAS
514550;Takis Fuego 20ct 3.25oz 92.3g Belice CASE BAR EXP;757528048075_1;92.3;20;112 CU;514550;CU;CAJAS
514589;TakisFuego 1p28g FLOWBAR EXP;757528050658;28;46;112 CU;514589;CU;CAJAS
514590;TakisFuego 1p56gFLOW BAR EXP;757528050665;56;42;112 CU;514590;CU;CAJAS
514591;TakisXplosion 1p56gFLOW BAR EXP;757528050672;56;42;112 CU;514591;CU;CAJAS
514593;TakisOriginal 1p56g FLOWBAR EXP;757528050696;56;42;112 CU;514593;CU;CAJAS
514594;TakisOriginal 1p200gFLOW BAR EXP;757528050702;200;20;72 CU;514594;CU;CAJAS
514595;TakisFuego 1p200gFLOWBAR EXP;757528050719;200;20;72 CU;514595;CU;CAJAS
514632;Chips Fuego 1p 6500g CJA BAR EXP;7500810024461;6500;1;36 CT;514632;CT;CAJAS
514633;Chips Sal 1p 6500g CJA BAR EXP;7500810024478;6500;1;36 CT;514633;CT;CAJAS
514634;Chips Jalapeno 1p 6500g CJA BAR EXP;7500810024485;6500;1;36 CT;514634;CT;CAJAS
514698;TakisXplosion 1p28g FLOW BAR EXP;7500810025710;28;46;112 CU;514698;CU;CAJAS
514699;TakisOriginal 1p28g FLOW BAR EXP;7500810025727;28;46;112 CU;514699;CU;CAJAS
514741;TakisFuego 1p 56gFLOW BAR EXP;7500810026564;56;42;112 CU;514741;CU;CAJAS
514742;TakisOriginal1p 56gFLOW BAR EXP;7500810026571;56;42;112 CU;514742;CU;CAJAS
514743;TakisXplosion 1p 56gFLOW BAR EXP;7500810026588;56;42;112 CU;514743;CU;CAJAS
514745;TakisOriginal 1p 152g FLOW BAR EXP;7500810026601;152;16;72 CU;514745;CU;CAJAS
514747;TakisOriginal 1p 250g FLOW BAR EXP;7500810026625;250;14;72 CU;514747;CU;CAJAS
514748;TakisFuego 1p 250g FLOW BAR EXP;7500810026632;250;14;72 CU;514748;CU;CAJAS
514751;TakisFuego 1p 28gFLOW BAR EXP;7500810026663;28;46;112 CU;514751;CU;CAJAS
514752;TakisXplosion 1p 200gFLOW BAR EXP;7500810026670;200;20;72 CU;514752;CU;CAJAS
514755;Takis Fuego 1p 152g FLOW BAR EXP;7500810026700;152;16;72 CU;514755;CU;CAJAS
515272;Takis Xplosion 1p 140g FLOW BAR EXP;7500810034347;140;16;72 CME;515272;CME;CORRUGADO
515273;Takis Original 1p 140g FLOW BAR EXP;7500810034354;140;16;72 CME;515273;CME;CORRUGADO
515275;Takis Xplosion 1p 85g FLOW BAR EXP;7500810034460;85;35;72 CME;515275;CME;CORRUGADO
515276;Takis Original 1p 85g FLOW BAR EXP;7500810034477;85;35;72 CME;515276;CME;CORRUGADO
515277;Takis Xplosion 1p 49g FLOW BAR EXP;7500810034484;49;36;112 CC;515277;CC;CORRUGADO
515278;Takis Original 1p 49g FLOW BAR EXP;7500810034491;49;36;112 CC;515278;CC;CORRUGADO
516630;Chips Fuego CH 1p 5000g CASE BAR EXP;7500810051559;5000;1;24 CU;516630;CU;CAJAS
516631;Chips Sal CH 1p 5000g CASE BAR EXP;7500810051566;5000;1;24 CU;516631;CU;CAJAS
516632;Chips Jalapeno CH 1p 5000g CASE BAR EXP;7500810051573;5000;1;24 CU;516632;CU;CAJAS
5380;Pinguinos 2p 80g MLA;7803473542182;80;66;72 BG;5380;BG;BANDEJAS
5432;Surtido Dulces 6p 200g ADP;7803403101014;200;8;120 BCH;5432;BCH;BANDEJAS
5477;Alfi 2p 40g BOLSA MLA;7803473612229;40;160;120 BCH;5477;BCH;BANDEJAS
6418;Galletas Mix Semillas 220g SAN;7730154004441;220;24;64 CG;6418;CG;CORRUGADO
6432;Salmas Granos Ancestrales 126g SAN;658480002368;126;28;64 CG;6432;CG;CORRUGADO
6433;Pan Integral 580g Id;7803403002243;580;10;72 BG;6433;BG;BANDEJAS
7197;Divertipack 5p 175g MLA;7803473004369;175;24;72 BG;7197;BG;BANDEJAS
7212;Pan Americano Hamburguesa 8p 550g FUC;7803480050052;550;6;72 BG;7212;BG;BANDEJAS
7216;Mankeke 4p 100g CJ MLA;7803473004376;100;60;72 BG;7216;BG;BANDEJAS
7234;Mil Hojas 4p 450g ADP;7803403103018;450;18;72 BG;7234;BG;BANDEJAS
7497;Pan Pita Diet Linaza 8p 344g CJ ID;7803473001252;344;14;120 BCH;7497;BCH;BANDEJAS
7562;Pan Blanco 400g ID TRAD;7803403001826;400;13;72 BG;7562;BG;BANDEJAS
7565;Pan Hot Dog Sesamo 8p 415g FUC;7803480000712;415;9;72 BG;7565;BG;BANDEJAS
7566;Pan Hambur 4 DCortBK 30p 2460g PPack HOU;7803473075666;2460;1;72 BCH;7566;BCH;BANDEJAS
7718;Hot Dog Doggis 19cm 8p 530g Bol HOU;7803473077189;530;6;72 BG;7718;BG;BANDEJAS
7979;Takis Fuego 1p 90g FLOW BAR EXP;757528023164_7979;90;18;104 CU;7979;CU;CAJAS
8212;Rayita Vainilla 1p 30g MLA;7803473541123;30;120;120 BCH;8212;BCH;BANDEJAS
8514;Pan SemillasyCereales 2p 1340g Bolsa EUR;7401011510107;1340;5;34 BG;8514;BG;BANDEJAS
9520;Kequito Vainilla 8p 160g ID;7803403002113;160;20;72 BG;9520;BG;BANDEJAS
9602;Kequito Manjar 8p 160g ID;7803403002144;160;20;72 BG;9602;BG;BANDEJAS
964306;Takis Blue Heat 1p 49g FLOW BAR EXP;7500810047965;49;36;88 CT;964306;CT;CAJAS
964332;Takis Fuego Uy 1p 49g FLOW BAR EXP;7500810048306;49;36;88 CU;964332;CU;CAJAS
964334;ChipsTortiLinChia1p160gBOLSA SAN;7803525001926;160;18;28 CT;964334;CT;CAJAS
964335;ChipsTortiClasica1p160gBOLSA SAN;7803525001919;160;18;28 CT;964335;CT;CAJAS
964336;Takis BcknRnch 1p 49g UY FLOW BAR EXP;7500810048788;49;36;88 CU;964336;CU;CAJAS
964337;Takis BcknRnch 1p 190g UY FLOW BAR;7500810048795;190;14;56 CU;964337;CU;CAJAS
964346;Pan Completo 10p 880g BOLSA CEN;7803473006134;880;3;60 BG;964346;BG;BANDEJAS
964347;Pan Frica 10p 800g BOLSA CEN;7803473006127;800;3;60 BG;964347;BG;BANDEJAS
964349;Cafe Marley Vaso Grande 1p 400ml VASO NP;7803403004896;400;1;60 CT;964349;CT;CAJAS
964351;Takis Fuego Py 1p 49g FLOW BAR EXP;7500810048306_1;49;36;88 CU;964351;CU;CAJAS
964356;Takis Intense NachoPy 1p 49gFLOW BAR EXP;7803403004445_1;49;36;88 CU;964356;CU;CAJAS
964360;CiabattinaAvMay DaiFres 1p 100g FLOW NP;7803403004902;100;1;1 CT;964360;CT;CAJAS
964361;Ciabattina AvPimenton DF 1p 100g FLOW NP;7803403004919;100;1;1 CT;964361;CT;CAJAS
964362;Ciabattina JamQso DaFrsh 1p 110g FLOW NP;7803403004926;110;1;1 CT;964362;CT;CAJAS
964363;CibtinaMechadaQso DaiFrh 1p 120g FLOW NP;7803403004933;120;1;1 CT;964363;CT;CAJAS
964364;Cibtina Salam Qso DaFrh 1p 108g FLOW NP;7803403004940;108;1;1 CT;964364;CT;CAJAS
964365;PstaCockt AvMay DlyFresh 1p 250g FLOW NP;7803403004957;250;9;60 CT;964365;CT;CAJAS
964366;PstaCocktail AvPim DFrsh 1p 250g FLOW NP;7803403004964;250;9;60 CT;964366;CT;CAJAS
964369;Hamburguesa 4pulgadas 8p 500g BOLSA ID;7803403004872;500;9;60 BG;964369;BG;BANDEJAS
964370;Hamburguesa XL Ideal 8p 650g BOLSA ID;7803403004889;650;5;60 BG;964370;BG;BANDEJAS
964371;Wrap Mechada Queso 1p 480g FLOW NP;7803403004995;480;1;1 CT;964371;CT;CAJAS
964372;WrapChamp SnackService 1p480g FLOW NP;7803403004988;480;1;1 CT;964372;CT;CAJAS
964373;Wrap Pollo Snack Service 1p 480g FLOW NP;7803403004971;480;1;1 CT;964373;CT;CAJAS
964380;Enslda Lechuga Choclo 1p 120g BLISTER NP;7803403005008;120;1;1 CT;964380;CT;CAJAS
964381;Enslda Beterraga Ceb 1p 120g BLISTER NP;7803403005022;120;1;1 CT;964381;CT;CAJAS
964382;Ensalada Apio 1p 120g BLISTER NP;7803403005015;120;1;1 CT;964382;CT;CAJAS
964383;EnsldaPorotCebo 1p 120g BLISTER NP;7803403005039;120;1;1 CT;964383;CT;CAJAS
964384;MixFrutas 1p 280g PCSnaServ VASO NP;7803403005046;280;1;1 CT;964384;CT;CAJAS
964385;Takis IntensNacho1p PY 150g FLOW BAR EXP;7500810049372;150;16;64 CU;964385;CU;CAJAS
964386;ColacWrpPollo 1p 500g BLISTER NP;7803403005053;500;1;1 CT;964386;CT;CAJAS
964387;ColacWrpChmp 1p 500g BLISTER NP;7803403005060;500;1;1 CT;964387;CT;CAJAS
964409;ColacWrpMchd 1p 500g BLISTER NP;7803403005077;500;1;1 CT;964409;CT;CAJAS
964411;Alfi 90p 20g CJA MLA;7803473006141;20;90;48 CT;964411;CT;CAJAS
964419;Galleta Alfajor Pingui 54p 32g CJA MLA;7803403004315_1;32;24;48 CT;964419;CT;CAJAS
964421;Gansito 30p 50g CJA MLA;7803473006158;50;30;250 CT;964421;CT;CAJAS
964427;TKCH 50p 34g CJA MLA;7803403004506_1;34;50;250 CT;964427;CT;CAJAS
964428;Rollo 50p 32g CJA MLA;7803403004490_1;32;50;250 CT;964428;CT;CAJAS
964434;Rapiditas Protein 8p 416g BOLSA ID;7803403005145;416;20;48 BG;964434;BG;BANDEJAS
964440;Pan Pita Protein Integ 8p 360g BOLSA ID;7803403005152;360;14;48 BG;964440;BG;BANDEJAS
964444;Sandwichera BacktoSchool 1p 825g CJA NP;7803403005268;825;10;60 CT;964444;CT;CAJAS
964504;Pan Blanco Cero Cero 1p 400g BOLSA ID;7803403005107;400;13;60 BG;964504;BG;BANDEJAS
964505;Pan Integral Cero Cero 1p 400g BOLSA ID;7803403005114;400;13;60 BG;964505;BG;BANDEJAS
964506;Pan Protein 1p 430g BOLSA ID;7803403005121;430;13;60 BG;964506;BG;BANDEJAS
964521;Brownie Cob Chocolate 1p35g FLOW PUL EXP;7896002312233;35;144;63 CT;964521;CT;CAJAS
964522;Brownie Mini Nozes 1p 30g FLOW PUL EXP;7896002312226;30;144;54 CT;964522;CT;CAJAS
964563;Gansito 6p 300g PPACK MLA;7803473006035;300;9;56 BG;964563;BG;BANDEJAS
964564;Mankeke 6p 180g PPACK MLA;7803473006011;180;9;56 BG;964564;BG;BANDEJAS
964565;Rayita 6p 180g PPACK MLA;7803473006042;180;9;56 BG;964565;BG;BANDEJAS
964566;Pinguino 6p 240g PPACK MLA;7803473006028;240;9;56 BG;964566;BG;BANDEJAS
964580;Galleton Choc 1p 50g BOLSA DCP;7803473006059;50;60;100 CT;964580;CT;CAJAS
964588;Pan Blanco XL NC 1p 750g BOLSA ID;7803473002662;750;6;60 BG;964588;BG;BANDEJAS
964607;Pan integral XL NC 1p 750g BOLSA ID;78034030033321;750;6;60 BG;964607;BG;BANDEJAS
964614;Hot Dog Brioche Artes 6p 370g BOLSA ID;7803403004018;370;9;60 BG;964614;BG;BANDEJAS
964620;Takis Fuego CH 1p 190g FLOW BAR;7803403003950;190;21;56 CT;964620;CT;CAJAS
964621;Takis Original CH 1p 190g FLOW BAR;7803403003943;190;21;56 CT;964621;CT;CAJAS
964622;Takis Xplosion CH 1p 190g FLOW BAR;7803403003967;190;21;35 CT;964622;CT;CAJAS
964623;Galleta Almendra SAz NC 1p 128g TUBO NUR;7803525999391_1;128;18;120 CT;964623;CT;CAJAS
964624;Galleta ChioChoc SAz NC 1p 128g TUBO NUR;7803525999407_1;128;18;120 CT;964624;CT;CAJAS
964628;Pan Pascua FC Lata Negra 1p 700g LATA ID;7803403004056;700;14;25 CT;964628;CT;CAJAS
964629;Pan Pascua FC Lata Roja 1p 700g LATA ID;7803403004063;700;14;25 CT;964629;CT;CAJAS
964630;Pan Pascua FC Lata Verde 1p 700g LATA ID;7803403004070;700;14;25 CT;964630;CT;CAJAS
964669;Mankeke NC 3p 90g BOLSA MLA;7803473005960;90;77;48 BG;964669;BG;BANDEJAS
964670;Pan Sin Bordes 1p 400g BOLSA ID;7803403004094;400;12;60 BG;964670;BG;BANDEJAS
964679;Tortilla Burrera Lider 8p 400g BOLSA NP;7803403004100;400;20;48 BG;964679;BG;BANDEJAS
964740;Takis Original CH 1p 49g FLOW BAR;7803403004032;49;42;112 CT;964740;CT;CAJAS
964741;Takis Xplosion CH 1p 49g FLOW BAR;7803403004049;49;42;112 CT;964741;CT;CAJAS
964742;Takis Fuego CH 1p 49g FLOW BAR;7803403004025;49;42;112 CT;964742;CT;CAJAS
964743;Tort Rapiditas Clas XL 8p 415g BOLSA ID;7803403004117;415;20;48 BG;964743;BG;BANDEJAS
964761;Salmas Clasicas 6p 108g CJ SAN;7803403004131;108;28;48 CT;964761;CT;CAJAS
964762;Salmas Moradas 6p 108g CJ SAN;7803525001841;108;28;48 CT;964762;CT;CAJAS
964763;Salmas Camote Zanahoria 6p 108g CJ SAN;7803525001810;108;28;48 CT;964763;CT;CAJAS
964770;Minix Pinguino 10p 200g DOYPACK MLA EXP;7803403004148;200;20;48 CT;964770;CT;CAJAS
964781;Pan Coliza 6p 450g FLOW CEN;7803473006066;450;16;60 BG;964781;BG;BANDEJAS
964782;Pan Coliza 4p 300g FLOW CEN;7803473006073;300;20;60 BG;964782;BG;BANDEJAS
964786;Braunichoc 1p 35g BOLSA SBI EXP;7793890261530;35;144;63 CME;964786;CME;CORRUGADO
964787;Brownie Mini 1p 35g BOLSA SBI EXP;7793890261646;35;240;48 CME;964787;CME;CORRUGADO
964798;Brownie Chips 1p 62g BOLSA SBI EXP;7793890261578;62;72;54 CME;964798;CME;CORRUGADO
964823;Salmas Horneadas NE 5p 90g CJ ZEN EXP;7793890261844;90;28;70 CME;964823;CME;CORRUGADO
964840;Prom Hot Dog 5p 295g BOLSA ID;7803403004209;295;12;60 BG;964840;BG;BANDEJAS
964841;Prom Hamburguesa 4p 225g BOLSA ID;7803403004216;225;15;60 BG;964841;BG;BANDEJAS
964847;Salmas Chia Linaza 6p 108g DPY SAN;7803525001834;108;28;48 CT;964847;CT;CAJAS
964851;Takis Original 1p 100g FLOW BAR;7803403004230;100;25;80 CME;964851;CME;CORRUGADO
964852;Takis Fuego 1p 100g FLOW BAR;7803403004261;100;25;80 CME;964852;CME;CORRUGADO
964853;Takis Intense Nacho 1p 100g FLOW BAR;7803403004247;100;25;80 CME;964853;CME;CORRUGADO
964854;Hamburg Papa Artesano 4p 352g BOLSA ID;780343004278;352;10;60 BG;964854;BG;BANDEJAS
964855;Hot Dog Papa Artesano 6p 370g BOLSA ID;7803403004285;370;9;60 BG;964855;BG;BANDEJAS
964877;Porteno Chico 214p 6Kg CJA PAG EXP;7730911980421_1;6000;1;60 CU;964877;CU;CAJAS
964880;Ciabatta 40p 5.2Kg CJA RUK EXP;7730911984979_1;5200;1;36 CU;964880;CU;CAJAS
964881;Frances Chico 61p 8.1Kg CJA PAG EXP;7730911980483_1;8100;1;30 CU;964881;CU;CAJAS
964889;Mini Panbatta 80p 3.52Kg CJA RUK EXP;7730911985006_1;3520;1;60 CU;964889;CU;CAJAS
964890;Pan Batard 20p 8.8Kg CJA RUK EXP;7730911981770_1;8800;1;30 CU;964890;CU;CAJAS
964892;Pan Frances Grande C 31p 8.06Kg CJA PAG EXP;7730911984689_1;8060;1;30 CU;964892;CU;CAJAS
964899;Batard Multicereal 20p 8.8Kg CJA RUK EXP;7730911982357_1;8800;1;30 CU;964899;CU;CAJAS
964900;Pan Granbatta 31p 9.3Kg CJA RUK EXP;7730911982746_1;9300;1;30 CU;964900;CU;CAJAS
964901;PanBatard Integral 20p 8.8Kg CJA RUK EXP;7730911982852_1;8800;1;30 CU;964901;CU;CAJAS
964904;MediaLuna Portena 120p 4.8Kg CJA PAG EXP;7730911981008_2;4800;1;110 CU;964904;CU;CAJAS
964905;Minicroissant 108p 3.8Kg CJA PAG EXP;7730911981114_1;3800;1;110 CU;964905;CU;CAJAS
964911;Palmita 218p 5014g CJA PAG EXP;7730911984658_1;5014;1;136 CU;964911;CU;CAJAS
964922;Margarita Crema 130p 5.5Kg CJA PAG EXP;7730911982661_1;5500;1;110 CU;964922;CU;CAJAS
964923;Marga Membrillo 130p 5.46Kg CJA PAG EXP;7730911982678_1;5460;1;100 CU;964923;CU;CAJAS
964931;Rollito Chocolate 60p 4.9Kg CJA PAG EXP;7730911984498_1;4900;1;110 CU;964931;CU;CAJAS
964934;Strudel De Manzana 100p 5.6Kg CJA PAG EXP;7730911983101_1;5600;1;100 CU;964934;CU;CAJAS
964935;Mallas Membrillo 120p 5.8Kg CJA PAG EXP;7730911983118_1;5800;1;110 CU;964935;CU;CAJAS
964938;Crois Clasico ddl 120p 5.4Kg CJA PAG EXP;7730911983262_1;5400;1;110 CU;964938;CU;CAJAS
964939;Napolitana De JyQ 80p 5.6Kg CJA PAG EXP;7730911983279_1;5600;1;100 CU;964939;CU;CAJAS
964940;Napolitana Verdura 80p 5.6Kg CJA PAG EXP;7730911983286_1;5600;1;100 CU;964940;CU;CAJAS
965144;Pan Integral 1p 600g BOLSA ID;7803403004292;600;10;60 BG;965144;BG;BANDEJAS
965193;Pinguino Peach Idol 2p 80g BOLSA MLA;7803403004308;80;66;60 CU;965193;CU;CAJAS
965197;Galleta Alfajor Pinguino 2p 32g BOLSA MLA;7803403004315;32;160;60 BG;965197;BG;BANDEJAS
965200;Pinguinos 6p 240g CJ MLA;7803403004186;240;31;35 CT;965200;CT;CAJAS
965201;Gansito 5p 250g CJ MLA;7803403004193;250;31;35 CT;965201;CT;CAJAS
965202;Rayita TwinkiesVainillaBÂ 5p 150g DPY MLA;7803473006080;150;31;35 CT;965202;CT;CAJAS
965204;MankekeÂ 6p 180g DPY MLA;7803403004179;180;31;35 CT;965204;CT;CAJAS
965207;Pan de Pascua 1p 500g BOLSA ID;7803403004339;500;18;25 CT;965207;CT;CAJAS
965208;Pan de Pascua 1p 700g BOLSA NUR;7803403004346;700;18;25 CG;965208;CG;CORRUGADO
965215;Takis Chili Limon 1p 190g FLOW BAR;7803403004360;190;21;64 CT;965215;CT;CAJAS
965216;Takis Chili Limon 1p 49g FLOW BAR;7803403004377;49;42;88 CT;965216;CT;CAJAS
965221;Pan Integral XL 1p 770g BOLSA ID;7803403004421;770;6;48 BG;965221;BG;BANDEJAS
965223;Takis Intense Nacho1p 190g FLOW BAR EXP;7803403004438;190;20;64 CT;965223;CT;CAJAS
965224;Takis Intense Nacho1p 49g FLOW BAR EXP;7803403004445;49;36;88 CT;965224;CT;CAJAS
965227;Rapiditas Clasicas 6p 150g BOLSA ID;7803403004476_1;150;30;48 BG;965227;BG;BANDEJAS
965228;Rapiditas Cero Cero 8p 200g BOLSA ID;7803403004483;200;27;48 BG;965228;BG;BANDEJAS
965230;Little Bites Brownie 10p 130g CJ ID EXP;7803403004414;130;24;48 CG;965230;CG;CORRUGADO
965231;Little Bites Chips 10p 130g CJ ID EXP;7803403004407;130;24;48 CG;965231;CG;CORRUGADO
965232;Takis Intense Nacho 1p 190g FLOW BAR EXP;7803403004575;190;20;64 CT;965232;CT;CAJAS
965236;TakisIntense Nacho1p 49g FLOW BAR EXP;7803403004582;49;42;88 CT;965236;CT;CAJAS
965262;TKCH 1p 34g BOLSA MLA;7803403004506;34;192;60 BG;965262;BG;BANDEJAS
965263;Rollo 4p 104g BOLSA MLA;7803403004537;104;45;60 BG;965263;BG;BANDEJAS
965264;TKCH 4p 92g BOLSA MLA;7803403004544;92;45;60 BG;965264;BG;BANDEJAS
965265;Rollo 1p 32g BOLSA MLA;7803403004490;32;192;60 BG;965265;BG;BANDEJAS
965267;Pinguino 1p 40g BOLSA MLA;7803473500069;40;32;250 CT;965267;CT;CAJAS
965268;Totopos 1p 130g FLOW TR;7803403004599;130;20;64 CT;965268;CT;CAJAS
965269;Pan Bco Con Semillas 1p 350g BOLSA FUC;7803480001474;350;13;60 BG;965269;BG;BANDEJAS
965270;Pan Blanco XL 1p 700g BOLSA CEN;7803403004551;700;7;60 BG;965270;BG;BANDEJAS
965271;Pan Integral XL 1p 700g BOLSA CEN;7803403004568;700;7;60 BG;965271;BG;BANDEJAS
965273;Pan de Pascua FalabellaFC 1p 700g CJA ID;7803403004605;700;13;25 CT;965273;CT;CAJAS
965278;Hit 1p 25g DPY MLA EXP ID;7803403004612;25;180;84 CT;965278;CT;CAJAS
965284;Pan de Pascua Premium 1p 700g CJA NUR;7803403004674;700;13;30 CT;965284;CT;CAJAS
965329;Pan De Pascua Verde Falab 1p 700g CJA ID;7803403004681;700;13;30 CT;965329;CT;CAJAS
965333;Rustica clasica 24p 6.5Kg CJA RUK EXP;7730911985594_1;6500;1;30 CU;965333;CU;CAJAS
965334;Grand Rustica 20p 6.8Kg CJA RUK EXP;7730911985600_1;6800;1;30 CU;965334;CU;CAJAS
965335;Pan Italiano 18p 6.7Kg CJA RUK EXP;7730911985617_1;6700;1;30 CU;965335;CU;CAJAS
965342;SS Alfajor Chileno 35p 1485g BILSTER NUR;7803403004797;1485;6;48 BG;965342;BG;BANDEJAS
965343;SS Delicia Fram 35p 1380g BLISTER NUR;7803403004780;1380;6;48 BG;965343;BG;BANDEJAS
965344;SS Rollo 17p 830g BLISTER MLA;7803403004773;830;6;48 BG;965344;BG;BANDEJAS
965345;SS Tkch 15p 640g BLISTER MLA;7803403004766;640;6;48 BG;965345;BG;BANDEJAS
